OTU	Order	Kingdom (Eva)	Phylum (Eva)	Class (Eva)	Family (Eva)	Genus (Eva)	Specie (Eva)	Chemoautotroph.mixotroph.In.situ	Chemoautotroph.mixotroph.Other	AOB.In.situ	AOB.Other	NOB.In.situ	NOB.Other	Anammox.In.situ	Anammox.Other	Aerobic.heterotroph.In.situ	Aerobic.heterotroph.Other	PAO.In.situ	PAO.Other	GAO.In.situ	GAO.Other	Nitrite.reduction.In.situ	Nitrite.reduction.Other	Sulfate.reduction.In.situ	Sulfate.reduction.Other	Fermentation.In.situ	Fermentation.Other	Acetogen.In.situ	Acetogen.Other	Methanogen.In.situ	Methanogen.Other	Short.chain.fatty.acids.In.situ	Short.chain.fatty.acids.Other	Sugars.In.situ	Sugars.Other	Proteins.amino.acids.In.situ	Proteins.amino.acids.Other	Filamentous.In.situ	Filamentous.Other	Hydrophobic.cell.surface.In.situ	Hydrophobic.cell.surface.Other
Otu00169	Rhodospirillales	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacteraceae	Acidisoma	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00170	Syntrophobacterales	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacteraceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00172	Verrucomicrobiales	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiasubdivision3	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00175	Solibacterales	Bacteria	Acidobacteria	Solibacteres	Solibacteraceae	CandidatusSolibacter	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00177	Verrucomicrobiales	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiasubdivision3	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00178	Solibacterales	Bacteria	Acidobacteria	Solibacteres	Solibacteraceae	CandidatusSolibacter	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00180	Rhizobiales	Bacteria	Proteobacteria	Alphaproteobacteria	Bradyrhizobiaceae	Balneimonas	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00181	Gemmatimonadales	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadaceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00182	Rhizobiales	Bacteria	Proteobacteria	Alphaproteobacteria	Methylocystaceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00186	Verrucomicrobiales	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiasubdivision3	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00196	Gemmatimonadales	Bacteria	Gemmatimonadetes	Gemmatimonadetes	unclassified	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00200	Solibacterales	Bacteria	Acidobacteria	Solibacteres	Solibacteraceae	CandidatusSolibacter	CandidatusSolibacterusitatu	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00202	Verrucomicrobiales	Bacteria	Verrucomicrobia	Verrucomicrobiae	unclassified	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00204	Gemmatimonadales	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadaceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00205	Gemmatimonadales	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadaceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00206	Rhizobiales	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiaceae	Devosia	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00210	Rhodospirillales	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacteraceae	Roseomonas	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00215	Rhodospirillales	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacteraceae	Acidisphaera	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00216	Gemmatimonadales	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadaceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00219	Rhizobiales	Bacteria	Proteobacteria	Alphaproteobacteria	Bradyrhizobiaceae	Rhodopseudomonas	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00223	Gemmatimonadales	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadaceae	Gemmatimonas	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00226	Gemmatales	Bacteria	Planctomycetes	Planctomycea	Gemmataceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Negative	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00227	Actinomycetales	Bacteria	Actinobacteria	Actinobacteria	Actinospicaceae	Actinospica	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00228	Syntrophobacterales	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacteraceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00231	Gemmatales	Bacteria	Planctomycetes	Planctomycea	Gemmataceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Negative	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00232	Rhizobiales	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiaceae	Rhodoplanes	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00234	Verrucomicrobiales	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiaceae	Prosthecobacter	Prosthecobactervanneerveni	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00235	Myxococcales	Bacteria	Proteobacteria	Deltaproteobacteria	unclassified	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00241	Solibacterales	Bacteria	Acidobacteria	Solibacteres	Solibacteraceae	CandidatusSolibacter	CandidatusSolibacterusitatu	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00245	Rhizobiales	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiaceae	Rhodoplanes	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00248	Rhodospirillales	Bacteria	Proteobacteria	Alphaproteobacteria	unclassified	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00253	Sphingomonadales	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadaceae	Sphingomonas	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00254	Rhodospirillales	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillaceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00255	Verrucomicrobiales	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiasubdivision3	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00263	Rhizobiales	Bacteria	Proteobacteria	Alphaproteobacteria	unclassified	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu00264	Rhodospirillales	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacteraceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
